0 5 -7.81533e-310
0.0374657 4.96491 -0.936642
0.0749314 4.89497 -1.86671
0.112397 4.79068 -2.78368
0.149863 4.65276 -3.68111
0.187328 4.48219 -4.5527
0.224794 4.28017 -5.39234
0.26226 4.0481 -6.19414
0.299725 3.78762 -6.95246
0.337191 3.50056 -7.66199
0.374657 3.18893 -8.31775
0.412122 2.85492 -8.91512
0.449588 2.50087 -9.44993
0.487054 2.12927 -9.91841
0.524519 1.74272 -10.3173
0.561985 1.34395 -10.6437
0.599451 0.935741 -10.8955
0.636917 0.520966 -11.0708
0.674382 0.102535 -11.1684
0.711848 -0.316616 -11.1876
0.749314 -0.733545 -11.1283
0.786779 -1.14533 -10.9909
0.824245 -1.54907 -10.7763
0.861711 -1.94194 -10.4861
0.899176 -2.32118 -10.1224
0.936642 -2.68413 -9.68753
0.974108 -3.02824 -9.18472
1.01157 -3.3511 -8.61744
1.04904 -3.65044 -7.98969
1.0865 -3.92416 -7.30586
1.12397 -4.17033 -6.57075
1.16144 -4.38724 -5.78953
1.1989 -4.57336 -4.96767
1.23637 -4.72738 -4.11095
1.27383 -4.84822 -3.22538
1.3113 -4.93504 -2.31717
1.34876 -4.98721 -1.3927
1.38623 -5.00439 -0.458453
1.4237 -4.98644 0.479012
1.46116 -4.9335 1.41311
1.49863 -4.84593 2.3373
1.53609 -4.72435 3.24508
1.57356 -4.56962 4.13008
1.61102 -4.38281 4.9861
1.64849 -4.16524 5.80713
1.68596 -3.91844 6.5874
1.72342 -3.64414 7.32143
1.76089 -3.34426 8.00408
1.79835 -3.02091 8.63056
1.83582 -2.67636 9.19646
1.87328 -2.31302 9.69782
1.91075 -1.93345 10.1311
1.94822 -1.54031 10.4933
1.98568 -1.13637 10.7818
2.02315 -0.724441 10.9947
2.06061 -0.307432 11.1304
2.09808 0.111735 11.188
2.13554 0.530117 11.1671
2.17301 0.944779 11.0678
2.21048 1.35281 10.8908
2.24794 1.75135 10.6374
2.28541 2.13759 10.3093
2.32287 2.50883 9.90887
2.36034 2.86247 9.43889
2.3978 3.19601 8.90267
2.43527 3.50713 8.30397
2.47273 3.79363 7.64698
2.5102 4.0535 6.93633
2.54767 4.28493 6.17699
2.58513 4.48628 5.3743
2.6226 4.65614 4.5339
2.66006 4.79333 3.66167
2.69753 4.89688 2.76374
2.73499 4.96605 1.84642
2.77246 5.00038 0.916135
2.80993 4.99961 -0.0205771
2.84739 4.96375 -0.957145
2.88486 4.89305 -1.887
2.92232 4.78801 -2.8036
2.95979 4.64937 -3.70053
2.99725 4.47809 -4.57149
3.03472 4.27539 -5.41037
3.07219 4.04268 -6.21127
3.10965 3.7816 -6.96858
3.14712 3.49397 -7.67698
3.18458 3.18183 -8.3315
3.22205 2.84735 -8.92754
3.25951 2.49289 -9.46093
3.29698 2.12094 -9.92792
3.33445 1.73409 -10.3252
3.37191 1.33508 -10.6501
3.40938 0.926699 -10.9002
3.44684 0.511813 -11.0738
3.48431 0.093334 -11.1697
3.52177 -0.3258 -11.1871
3.55924 -0.742647 -11.1261
3.59671 -1.15428 -10.987
3.63417 -1.55782 -10.7708
3.67164 -1.95042 -10.4789
3.7091 -2.32933 -10.1136
3.74657 -2.69189 -9.67722
3.78403 -3.03556 -9.17295
3.8215 -3.35793 -8.6043
3.85896 -3.65673 -7.97527
3.89643 -3.92986 -7.29026
3.9339 -4.17541 -6.55408
3.97136 -4.39166 -5.77191
4.00883 -4.57709 -4.94923
4.04629 -4.73039 -4.09181
4.08376 -4.85049 -3.20567
4.12122 -4.93655 -2.29704
4.15869 -4.98797 -1.37228
4.19616 -5.00437 -0.437892
4.23362 -4.98566 0.499569
4.27109 -4.93195 1.43352
4.30855 -4.84363 2.35742
4.34602 -4.72131 3.26477
4.38348 -4.56586 4.1492
4.42095 -4.37836 5.00452
4.45842 -4.16013 5.82471
4.49588 -3.91271 6.60402
4.53335 -3.63782 7.33698
4.57081 -3.33741 8.01845
4.60828 -3.01357 8.64364
4.64574 -2.66858 9.20817
4.68321 -2.30486 9.70807
4.72068 -1.92496 10.1398
4.75814 -1.53156 10.5004
4.79561 -1.1274 10.7873
4.83307 -0.715334 10.9985
4.87054 -0.298246 11.1325
4.908 0.120935 11.1884
4.94547 0.539267 11.1657
4.98294 0.953815 11.0647
5.0204 1.36167 10.8861
5.05787 1.75996 10.631
5.09533 2.14591 10.3013
5.1328 2.51679 9.89929
